Country,State/Province,City,Business Name,Phone,Address,Contact Name,Qty of 7ft Tables,Qty of 8ft Tables,Qty of 9ft Tables,Latitude,Longitude,Geocode Success
USA,CO,Pueblo,Classic Q's,719-250-6983,"1715 South Prairie Avenue Pueblo, CO 81005",D'Layne Easton,9,,2,38.2381508,-104.6440707,TRUE
USA,CO,Pueblo West,Jimmy's Tavern,719-547-1515,"324 S McCulloch Blvd Pueblo West, CO 81007",,,,,38.321231,-104.745977,TRUE
USA,CO,Wheat Ridge,Longshots,303-403-0227,"4400 Ward Rd, Wheat Ridge, CO 80033",,,,,39.7787918,-105.1374537,TRUE
USA,CT,Naugatuck,Victoria Inn Cafe,203-910-2666,"23 Union St. Naugatuck, CT 06770",,,,,41.5015757,-73.0459467,TRUE
USA,CT,New London,Crown Billiards,860-439-1676,"264 S. Frontage Rd. New London, CT 06320",,,,,41.367706,-72.1171532,TRUE
USA,CT,Wallingford,Yale Billiards,203-631-2428,"169 N. Plaines Industrial Rd. Wallingford, CT 06492",,,,,41.4733238,-72.8187299,TRUE
USA,CT,West Haven,Us1 Billiards,(203) 848-1212,"1167 Boston Post Rd. West Haven, CT 06516",,,,,41.2809906,-72.9843089,TRUE
USA,DE,Dagsboro,Delmarva Billiards,302-927-0314,"32448 Royal Blvd Unit 2 Dagsboro, DE 19939",,,,,38.5410003,-75.2558441,TRUE
USA,DE,Georgetown,Milford Billiards,302-856-0991,"128 East Market Street Georgetown, DE 19947",,,,,38.691341,-75.38381,TRUE
USA,DE,Ocean View,SSPL,703-338-1992,"38840 Oyster Catcher Dr. Ocean View, DE 19970",,,,,38.5688656,-75.1107071,TRUE
USA,DE,Wilmington,Red White And Brew,302-275-2233,"106 Main St. Wilmington, DE 19804",,,,,39.7138678,-75.6447434,TRUE
USA,FL,Bradenton,Livingston's Billiards,941-753-6692,"4828 14th St. W Bradenton, FL 34207",,14,,12,27.454984,-82.5769922,TRUE
USA,FL,Bradenton,Naughty Monk Brewery,841-708-2966,"2507 Lakewood Ranch Blvd. Bradenton, FL 34211",,2,,,27.475244,-82.433086,TRUE
USA,FL,Brandon,Baluka Billiards & Lounge,813-681-7665,"2072 Badlands Dr. Brandon, FL 33511",,,,,27.9272585,-82.3158945,TRUE
USA,FL,Cape Coral,Southern Billiards,847-863-2567,"2138 Santa Barbara Blvd Cape Coral, FL 33991",,10,,2,26.6114764,-81.9745751,TRUE
USA,FL,Cape Coral,Diamond Billiards,239-573-7665,"1242 Pine Island Rd Cape Coral, FL 33991",,8,,12,26.6403081,-81.999677,TRUE
USA,FL,Casselberry,Clicks,407-678-9366,"1455 North Semoran Blvd. #291 Casselberry, FL 32707",,,,,28.5662917,-81.3103459,TRUE
USA,FL,Casselberry,The Green Parrot,321-947-2317,"280 State Rd. 436 Casselberry, FL 32707",,,,,28.6594729,-81.3350357,TRUE
USA,FL,Charlotte,Charlie's Pub,941-268-0551,"3496 North Tamiami Trail Port Charlotte, FL 33952",,,,,26.9796573,-82.0943072,TRUE
USA,FL,Clearwater,Breakers Billiards,727-531-9258,"1458 S. Belcher Rd. Clearwater, FL 33764",,,,,27.9438433,-82.7469072,TRUE
USA,FL,Clearwater,Crooked Cue Billiards,727-580-5709,"14100 US Hwy 19 Suite 127 Clearwater, FL 33764",,,,,27.899984,-82.727581,TRUE
USA,FL,Davie,Beyond Billiards,954-235-5625,"5705 S. University Drive Davie, FL 33328",,3,,,26.0496621,-80.2535203,TRUE
USA,FL,Daytona Beach,Waldo's Sports Pub & Billiards,386-760-7006,"2454 S Nova Rd. Daytona Beach, FL 32119",,,,,29.1560801,-81.0211681,TRUE
USA,FL,Dunedin,Stix Billiards,727-686-5746,"2676 Crystal Circle Dunedin, FL 34698",,,,,28.04654,-82.7566055,TRUE
USA,FL,Homosassa,Stixx Billiards,352-628-0432,"3171 S. Stonebrook Dr. Homosassa, FL 34448",,3,,,28.8156223,-82.5757075,TRUE
USA,FL,Homosassa,High Octane Billiards,352-794-6037,"1590 S. Suncoast Blvd. Homosassa, FL 34448",,,,,28.8389224,-82.5801577,TRUE
USA,FL,Jacksonville,9 Ball Heaven,904-683-2630,"2777 University Blvd W Ste. 14 Jacksonville, FL 32217",,8,,8,30.2614937,-81.6309164,TRUE
USA,FL,Jacksonville,Blanding Billiards,904-683-4933,"2044 Blanding Blvd. Jacksonville, FL 32210",,,,,30.2808534,-81.72668,TRUE
USA,FL,Jacksonville,Gator Coin,904-356-4301,"576 Woodruff Ave. Jacksonville, FL 32254",,,,,30.3199019,-81.7287434,TRUE
USA,FL,Jacksonville,Jim's Blanding Billiards,904-716-4841,"244 Blanding Blvd Jacksonville, FL 32210",,,,,30.1747761,-81.7451613,TRUE
USA,FL,Jacksonville,Mariannes Tournaments,904-576-3820,"875 N. Woodbridge Hallow Rd. Jacksonville, FL 32218",,,,,30.4425329,-81.6673396,TRUE
USA,FL,Jacksonville,Sunshine State ProAm Pool Tour,904-759-8421,"1513 Huffingham Rd. Jacksonville, FL 32216",,,,,30.294447,-81.6001017,TRUE
USA,FL,Kissimmee,Mad Hippo Saloon,203-395-7394,"2948 Vineland Rd. Kissimmee, FL 34746",,6,,,28.3346285,-81.4808896,TRUE
USA,FL,Lakeland,Wally's,863-618-9996,"1734 Moose Dr. Lakeland, FL 33801",,,,,28.0210612,-81.9089091,TRUE
USA,FL,Lantana,Paradise Billiards,561-508-4627,"5877 S. Congree Avenue Lantana, FL 33462",,,,,26.5888337,-80.0953224,TRUE
USA,FL,Largo,The Corner Pocket,727-330-7822,"12686 Starkey Rd. Largo, FL 33773",,,,,27.8880941,-82.762534,TRUE
USA,FL,Lecanto,Fraternal Order Of The Eagles 4272,609-221-9049,"F4272 Frank Wunder 2638 W Joerae Ct. Lecanto, FL 34461",,,,,28.7698829,-82.4773275,TRUE
USA,FL,Leesburg,Frank's Place,352-323-1989,"201 N 1st Street Leesburg, FL 34748",,,,,28.811625,-81.8759243,TRUE
USA,FL,Lynn Haven,The Hideaway Pub,850-527-2835,"4708 Highway 389 Lynn Haven, FL 32444",,,,,30.2343157,-85.6276535,TRUE
USA,FL,Miami,Sharp Shooters Billiards,305-596-0588,"7200 S.W. 117th Avenue Miami, FL 33183",,,,,25.7001963,-80.3827172,TRUE
USA,FL,Miami,K & K Billiards,305-960-7273,"1090 N. E. 79th Street Miami, FL 33138",,12,,3,25.8478628,-80.1742104,TRUE
USA,FL,Miami,K & K Billiard Club & Sports Bar,305-982-8355,"1090 NE 79th Street Miami, FL 33138",,,,,25.8478628,-80.1742104,TRUE
USA,FL,Ocala,Diamond Sports Bar,407-810-4697,"2911 NE Jacksonville Road Ocala, FL 34479",Doug Lily,,,,29.21565,-82.125223,TRUE
USA,FL,Ocala,Time Out Billiards,352-444-7665,"618 S Pine Ave. Ocala, FL 34471",,10,,,29.181523,-82.1416989,TRUE
USA,FL,Ocala,Boulevard Billiards,352-615-0088,"3741 E Silver Springs Blvd Ocala, FL 34470",,,,,29.2000961,-82.084622,TRUE
USA,FL,Okeechobee,Tin Fish,863-357-0722,"301 North Parrott Ave. Okeechobee, FL 34972",,,,,27.2460271,-80.8302669,TRUE
USA,FL,Okeechobee,Hammerheads,863-357-4745,"701 NE 3rd St. Okeechobee, FL 34972",,,,,27.250967,-80.832753,TRUE
USA,FL,Orange Park,Cue & Shisha,904-375-9058,"311 Blanding Blvd #10 Orange Park, FL 32073",,15,,1,30.1701961,-81.745799,TRUE
USA,FL,Orange Park,Park Avenue Billiards,904-215-1557,"714 Park Avenue Orange Park, FL 32073",,,,,30.1812966,-81.7032168,TRUE
USA,FL,Orlando,Clicks - Orlando,407-275-6064,"2524 S. Semoran Blvd. Orlando, FL 32822",,,,,28.5148997,-81.3112089,TRUE
USA,FL,Palm Bay,Poolies Billiards,321-951-1560,"1851 Palm Bay Rd NE Palm Bay, FL 32905",,,,,28.0357193,-80.6175147,TRUE
USA,FL,Palm Harbor,Strokers Sports Bar and Grill,917-355-9908 (Cell),"30901 US Highway 19 North Palm Harbor, FL 34684",,,,,28.0535591,-82.7380137,TRUE
USA,FL,Palm Harbor,Stix,727-937-9225,"38529 US Hwy 19 N, Palm Harbor, FL 34684",,,,,28.1218783,-82.7383176,TRUE
USA,FL,Panama City,Pasky Inc.,850-819-8007,"309 South Tyndall Pkwy Panama City, FL 32404",,,,,30.141698,-85.5907737,TRUE
USA,FL,Panama City Beach,Vic's Sports Bar,850-919-5413,"2727 Joan Ave Panama City Beach, FL 32408",,,,,30.172719,-85.7901488,TRUE
USA,FL,Pensacola,Cordova Lanes,850-477-2300,"2111 Airport Blvd Pensacola, FL 32504",,,,,30.4753132,-87.2042003,TRUE
USA,FL,Pensacola,Krazy 8 Billards,850-530-3900,"1707 West Fairfield Drive Pensacola, FL 32501",,,,,30.4448428,-87.2366684,TRUE
USA,FL,Pinellas Park,City Billiards,727-521-0858,"6200 62nd Avenue North Pinellas Park, FL 33781",,,,,27.8280125,-82.7206149,TRUE
USA,FL,Port St. Lucie,Harpers Billiards,772-237-4536,"337 SE Port St. Lucie Blvd. Port St. Lucie, FL 34953",,,,,27.2734437,-80.3404145,TRUE
USA,FL,Port St. Lucie,Shooters Billiards,772-215-2783 (Cell),"8934-8942 US1 Port St. Lucie, FL 34952",,22,,,27.3045879,-80.3067966,TRUE
USA,FL,Sanford,Racks Billiards Sports Bar and Grill,407-449-7665,"312 Entrance Rd N Sanford, FL 32771",,20,,,28.8082961,-81.3380077,TRUE
USA,FL,Seminole,Jesse's Bar CMsplace,727-392-1900,"10754 70th Ave Ste. D Seminole, FL 33772",,,,,27.8354157,-82.7881045,TRUE
USA,FL,South Daytona,Uncle Waldo's,386-212-4998,"2454 South Nova Road South Daytona, FL 32119",,,,,29.1560801,-81.0211681,TRUE
USA,FL,Spring Hill,Capone's Billiard's,352-688-9965,"10463 County Line Rd Spring Hill, FL 34609",,11,,,28.4348344,-82.5429316,TRUE
USA,FL,Stuart,Raxx Billiards,772-215-2783 (Cell),"1600 NW Federal Highway Stuart, FL 34995",,18,,,27.2248041,-80.2651532,TRUE
USA,FL,Summerfield,Spruce Creek Golf and Country Club,3523070696 Ext. 223,"13601 Del Webb Blvd Summerfield, FL 34491",,,,,29.0177407,-82.011208,TRUE
USA,FL,Tallahassee,Zingale Billiards & Sports Bar,850-524-6888,"1147 Apalachee Tallahassee, FL 32301",,,,,30.4363909,-84.2646288,TRUE
USA,FL,Tampa,The Billiard Fitter,813-416-2255,"4119 Gunn Hwy Suite 18 Tampa, FL 33618",,,,,28.0423109,-82.5100852,TRUE
USA,FL,Tampa,Repeal 18,813-486-8070,"9882 West Linebaugh Ave. Tampa, FL 33626",,,,,28.0438933,-82.5967276,TRUE
USA,FL,Tampa,Stixx Billiards Oldsmar,813-475-4697,"13918 W Hillsborough Ave, Tampa, FL 33635",,,,,28.0319676,-82.6464909,TRUE
USA,FL,The Villages,Villages Center Community,352-753-4022,"1071 Canal Street The Villages, FL 32162",,,,,28.9075462,-81.9745213,TRUE
USA,FL,Valrico,Ocho Blanco Billiards,913-689-8258,"112 Pierce Christie Dr. Valrico, FL 33594",,,,,27.9385454,-82.2604027,TRUE
USA,FL,Winter Park,A'int Missbehavin,407-672-0368,"1550 State Road 436 Winter Park, FL 32792",,,,,28.6238628,-81.314605,TRUE
USA,FL,Winter Park,Cue-Phoria Billiards Cafe,321-972-1867,"1810 Semoran Blvd. Ste. 132 Winter Park, FL 32792",,,,,28.5690194,-81.3115662,TRUE
USA,FL,Winter Park,The Pool Table Store,407-339-5686,"1786 State Road 436 Winter Park, FL 32792",,,,,28.618291,-81.3116388,TRUE
USA,FL,Zephyrhills,Jerry's Crystal Bar,813-469-1077,"5707 Gall Blvd Zephyrhills, FL 33542",,,,,28.2404457,-82.1857872,TRUE
USA,FL,Zephyrhills,"Main Street Billiards, LLC",815-607-0520,"38529 5th Ave. Zephyrhills, FL 33542",,,,,28.23501,-82.1794079,TRUE
USA,GA,Woodstock,Big Shot Billiards,678-445-7665,"101 Emma Ln. Ste. 104 Woodstock, GA 30189",,13,,4,34.0869892,-84.5478543,TRUE
USA,GA,LaGrange,Chalk It Up,706-882-9798room,"1872 Vernon Rd. LaGrange, GA 30240",,,,,33.0293748,-85.0698972,TRUE
USA,GA,Marietta,Cue's Billiards,770-425-1101,"3372 CAnton Rd. Ste. 140 Marietta, GA 30066",,,,,34.034154,-84.5262328,TRUE
USA,GA,Hinesville,Doodles Billiards,912-369-2211,"105 W General Screven Way Hinesville, GA 31313",,20,,,31.8412284,-81.5986867,TRUE
USA,GA,Rincon,Doodles Billiards Rincon,912-295-2536,"586 S Columbia Ave. Rincon, GA 31326",,,,,32.2695617,-81.2236699,TRUE
USA,GA,Kennesaw,Kennesaw Billiards,404-886-6534,"3600 Cherokee Street #107 Kennesaw, Georgia 30144",,4,,8,34.0417862,-84.6018319,TRUE
USA,GA,Loganville,Level Best Billiards,770-598-0550,2887 Highway 78 Suite 107 Loganville Ga 30052,,,,,33.830123,-83.8512012,TRUE
USA,GA,Augusta,Master Billiards,706-825-4254,"624 Stevens Crossing Augusta, GA 30907",,,,,33.540776,-82.0595688,TRUE
USA,GA,Atlanta,Mr. Cues Billiards,678-834-4727 (Cell),"3541 Chamblee Tucker Road Atlanta, GA 30341",,,,,33.8845865,-84.248292,TRUE
USA,GA,Kennesaw,Ozone Billiards,770-874-6181ex114,"890 Cobb Place Boulevard Kennesaw, GA 30144",,,,,34.012072,-84.575009,TRUE
USA,GA,Covington,Pockets Billiards,404-456-1444,"6185 Highway 278 NE Covington, GA 30014",,20,,4,33.6026303,-83.8450017,TRUE
USA,GA,Brunswick,Port City Billiards,912-262-1755,"4420 Altama Avenue, Suite 44 Brunswick, GA 31520",,,,,31.1942882,-81.4838063,TRUE
USA,GA,Augusta,"Prescott, Robbie",706-738-0866,"2834 Washington Road Augusta, GA 30909",,,,,33.5105101,-82.0335371,TRUE
USA,GA,Augusta,Rack and Grill,706-814-5673,"3801 Mike Padgett Hwy. Augusta, GA 30906",,,,,33.3603894,-81.9906788,TRUE
USA,GA,Martinez,Rack and Grill,706-288-4845,"304 Commerce Dr Martinez, GA 30907",,,,,33.5173377,-82.0715194,TRUE
USA,GA,Martinez,Rack and Grill,706-855-7534,"3481 Old Petersburg Rd. Martinez, GA 30907",,,,,33.5179961,-82.0802812,TRUE
USA,GA,Augusta,Robbie's Sports Club,706-738-0866 (Cell),"2834 Washington Rd. Augusta, GA 30909",,,,,33.5105101,-82.0335371,TRUE
USA,GA,Statesboro,Southern Billiards & Burgers,912-225-9887,"200 Lanier Dr Ste. 2 Stateboro, GA 30458",,,,,32.4132005,-81.7808809,TRUE
USA,GA,Hampton,Sticks Pool Room,770-897-2111 (Cell),"106A Woolsey Road Hampton, GA 30228",,,,,33.3819027,-84.2998752,TRUE
USA,GA,Villa Rica,Stix Tavern LLC,678-523-4272,"660 W. Bankhead Highway Villa Rica, GA 30180",,,,,33.7293696,-84.9370001,TRUE
USA,GA,Newnan,Swing and Billiard Etc.,770-252-2050,"19 Vanderbilt Pointe Way Newnan, GA 30265",,,,,33.3630173,-84.7186786,TRUE
USA,GA,Jonesboro,Tara Billiards,770-603-0116,"9625 South Main Street Jonesboro, GA 30236",,,,,33.4925346,-84.3392918,TRUE
USA,GA,Savannah,The Bar Bar,912-231-1910,"219 W Julian St. Savannah, GA 31401",,,,,32.0806313,-81.094664,TRUE
USA,GA,Macon,The Dawg House,478-256-8894,"634 Shurling Dr. Macon, GA 31211",,10,,1,32.8609567,-83.6133285,TRUE
USA,GA,Richmond Hill,The Jukebox Bar & Grill,912-756-6997,"3741 US Hwy. 17 Ste. 500 Richmond Hill, GA 31324",,,,,31.9318539,-81.3244268,TRUE
USA,GA,Bloomingdale,Twilight Bar & Grill,912-988-1580,"2805 Fort Argyle Rd. Bloomingdale, GA 31302",,4,,,32.079479,-81.370768,TRUE
USA,HI,Honolulu,Siam Paradise,(808) 312-1236,"1336 Dillingham Blvd. #2 Honolulu, HI 96817",,2,,,21.3237572,-157.8750375,TRUE
USA,HI,Honolulu,TJ's Sports Bar & Grill,(808) 427-2507,"600 Kapiolani Blvd. Honolulu, HI 96813",,,,,21.3032235,-157.8549526,TRUE
USA,HI,Honolulu,Velvet Touch Billiards,808-255-1005,"1415 Liholiho St Apt 707 Honolulu, HI 96822",,,,,21.3035286,-157.8407981,TRUE
USA,IA,Burlington,"Buddies, Inc.",319-752-6005,"2600 Madison Avenue Burlington, IA 52601",,,,,40.7798121,-91.1076321,TRUE
USA,IA,Cedar Rapids,2nd Ave. Corner Pocket,(319) 366-0979,"609 2nd Avenue SW Cedar Rapids, IA 52404",,10,,2,41.9727574,-91.6793758,TRUE
USA,IA,Clear Lake,Rookies Rockin Sports Bar,641-529-0306,"307 Main Ave. Clear Lake, IA 50428",,4,,,43.135926,-93.3815098,TRUE
USA,IA,Clinton,Legend's Sports Bar,(563) 243-4266,"2118 Harrison Dr. Clinton, IA 52732",,8,,2,41.8173637,-90.2375857,TRUE
USA,IA,Clive,The Rack Billiard Club,(515) 727-9067,"2249 NW 86th St. Clive, IA 50325",,16,,,41.6140469,-93.7357932,TRUE
USA,IA,Davenport,Sharkey's Billiards,(563) 359-7225,"2902 E Kimberly Rd. Davenport, IA 52807",,25,,,41.5563702,-90.5289481,TRUE
USA,IA,Davenport,Yoshis Bar And Filipino Canteen,319-961-6330,"831 W. 3rd St Davenport, IA 52802",,,,,41.5222285,-90.5857344,TRUE
USA,IA,Des Moines,Big Dog's Billiards,(515) 266-6100,"4510 NE 14th St. Des Moines, IA 50313",,,,,41.642446,-93.601168,TRUE
USA,IA,Dubuque,Cue Masters Billiards,563-542-2550 (Cell),"900 Central Avenue Dubuque, IA 52001",,,,,42.5024901,-90.6652866,TRUE
USA,ID,Boise,The Pocket,(208) 375-2474,"1487 N Curtis Rd. Boise, ID 83706",,15,,2,43.618001,-116.2544466,TRUE
USA,ID,Boise,Eastside Tavern,(208) 345-3878,"1228 S. Oakland Ave. Boise, ID 83706",,3,,,43.5973032,-116.2031349,TRUE
USA,ID,Boise,Quinn's Restaurant,(208) 514-1083,"1005 S. Vista Ave. Boise, ID 83705",,3,,,43.5950204,-116.2140306,TRUE
USA,ID,Coeur d'Alene,Paddy's Sports Bar,208-765-0701,"601 W. Appleway Ave. Coeur d'Alene, ID 83814",,,,,47.7010564,-116.7949145,TRUE
USA,ID,Hayden,Reverend Jonas Billiards,208-758-9999,"1305 E. Burnham Ave. Hayden, ID 83835",,,,,47.7650451,-116.7692125,TRUE
USA,ID,Idaho Falls,Pockets,208-525-9962 - Location,"905 E Lincoln Rd. Idaho Falls, ID 83401",,4,,,43.511732,-112.0133327,TRUE
USA,ID,Nampa,Kickback Bar,(208) 467-3409,"3116 Garrity Blvd. Nampa, ID 83687",,7,,,43.5878075,-116.5323241,TRUE
USA,ID,Nampa,Firehouse Sports Pub,208-863-3652 Cell,"423 E Karcher Rd. Nampa, ID 83687",,6,,,43.6048138,-116.56745,TRUE
USA,ID,New Plymouth,Double Diamond,(208) 278-9282,"109 W. Maple St. New Plymouth, ID 83655",,3,,,43.971415,-116.82027,TRUE
USA,ID,Pocatello,Rim Rock Bar And Grill,208-233-6789,"4037 N. Lower Rd. Pocatello, ID 83204",,,,,42.8197655,-112.3791326,TRUE
USA,ID,Pocatello,Office Bar & Grill,208-577-1028,"251 E Center St. Pocatello, ID 83201",,,,,42.8643396,-112.4466399,TRUE
USA,ID,Pocatello,Center Street Clubhouse,208-232-9654,"542 East Center Street Pocatello, ID 83201",,,,,42.8664446,-112.4440936,TRUE
USA,ID,Pocatello,Clydesdale Bar & Lounge,(208) 233-1841,"655 N. 5th Ave. Pocatello, ID 83204",,3,,,42.8707647,-112.448871,TRUE
USA,ID,Pocatello,The First National Bar,(208) 233-1516,"232 W. Center St. Pocatello, ID 83204",,,,,42.8625508,-112.4503539,TRUE
USA,ID,Pocatello,"Cue & Brews, LLC",208-709-0112,"249 East Center Street Pocatello, ID 83201",,6,,,42.8643034,-112.4466749,TRUE
USA,ID,Pocatello,Oasis Sports Bar,208-317-2398,"304 N. Main Street Pocatello, ID 83204",,,,,42.863859,-112.452313,TRUE
USA,ID,Pocatello,Idaho State University,208-282-3335,"921 South 8th Street Pocatello, ID 83209",,,,,42.8613521,-112.433097,TRUE
USA,ID,Twin Falls,The Pocket,208-733-9676,"1532 Kimberly Rd. Twin Falls, ID 83301",,,,,42.5480943,-114.4546864,TRUE
USA,IL,Algonquin,Twisted Rose,630-506-0842,"1130 S Main St. Algonquin, IL 60102",,,,,42.1574152,-88.2974264,TRUE
USA,IL,Alsip,Red Shoe Billiards,708-388-3700,"12009 South Pulaski Road Alsip, IL 60803",,,,,41.6733866,-87.7178708,TRUE
USA,IL,Anna,The Strike Zone,618-697-2398,"1616 Dogwalk Road Anna, IL 62906",,,,,37.4672395,-89.190991,TRUE
USA,IL,Arlington Heights,Arlington Lanes,847-255-6373,"3435 N Kennicott Ave. Arlington Heights, IL 60004",,10,,,42.1377993,-87.9942667,TRUE
USA,IL,Arlington Heights,Fox & Hound Smoke House & Tavern,847-590-9019,"910918 W Dundee Rd. Ste A01A03 Arlington Heights, IL 60004",,,,3,42.1398751,-87.9943587,TRUE
USA,IL,Ashmore,Down Street Bar,217-508-6611,"109 West Ashmore Ashmore, IL 61912",,,,,39.5340069,-88.0205927,TRUE
USA,IL,Aurora,Rudy's Place,630-621-7619,"900 Hill Avenue Aurora, IL 60505",,,,,41.7384066,-88.2875116,TRUE
USA,IL,Berwyn,Berwyn Tap Room,708-310-1915,"6330 West 16th Street Berwyn, IL 60402",,,,,41.858088,-87.778804,TRUE
USA,IL,Bloomingdale,Cesar's Sports Bar & Grill,630-582-2006,"185 E Lake St, Bloomingdale, IL 60108",,4,,,41.9585353,-88.0726314,TRUE
USA,IL,Bloomingdale,Ride the 9 Shooter's Lounge,309-662-1009,"503 N Prospect Rd. Bloomington, IL 61704",,,,,40.4856106,-88.9487932,TRUE
USA,IL,Boilingbrook,Kisat INC..,630-696-8456,"836 Barclay Dr. Boilingbrook, IL 60440",,,,,41.7065807,-88.1075136,TRUE
USA,IL,Breese,"Pokojski, Brian/Big Stix",618-526-7706,"8802 Old US 50 Breese, IL 62230",,,,,38.621636,-89.5220608,TRUE
USA,IL,Bridgeport,The Port,618-945-3400,"1170 Adams St. Bridgeport, IL 62417",,2,,,38.7159334,-87.7665262,TRUE
USA,IL,Buffalo Grove,Rack'em Up Chicago,847-541-2500,"312 McHenry Rd. Buffalo Grove, IL 60089",,,,,42.1586402,-87.9619106,TRUE
USA,IL,Carbondale,Chalky's,618-967-4343,"500 New Era Rd. Carbondale, IL 62901",,,,,37.7336937,-89.2469054,TRUE
USA,IL,Caseyville,Woody'z Pub and Grill,618-530-5412,"100 South Long Street Caseyville, IL 62232",,,,,38.6379802,-90.0252882,TRUE
USA,IL,Caseyville,Carol's Bridge Inn,618-344-3530,"519 North Main Street Caseyville, IL 62232",,8,,,38.6418809,-90.0200769,TRUE
USA,IL,Champaign,Jupiter's at the Crossing,217-366-8300,"2511 Village Green Pl. Champaign, IL 61822",,,,,40.0815785,-88.2966756,TRUE
USA,IL,Charleston,WB's Pub N Grub,217-549-5630,"409 7th Street Charleston, IL 61920",,,,,39.4958926,-88.1745282,TRUE
USA,IL,Chicago,Chris's Billiards,773-286-4714,"4639 N. Milwaukee Chicago, IL 60630",,,,,41.9650145,-87.7581219,TRUE
USA,IL,Chicago,Nick's Billiards,773-583-2011,"4445 N Pulaski Rd. Chicago, IL 60630",,,,,41.9619272,-87.7273513,TRUE
USA,IL,Chicago,Revel Bar Chicago,708-667-0037,"6169 N Northwest Hwy. Chicago, IL 60631",,1,,,41.9940301,-87.8013654,TRUE
USA,IL,Chicago,Mexico Pool Hall,,"4529 S. Ashland Ave. Chicago, IL 60609",,,,,41.8113084,-87.6647017,TRUE
USA,IL,Chicago,Just One More,708-516-4757,"1130 S Michigan Ave. Apt# 4304 Chicago, IL 60605",,,,,41.8685662,-87.624423,TRUE
USA,IL,Chicago Ridge,Lucky's Lounge,708-658-6927,"6605 W 95th St. Chicago Rodge, IL 60415",,2,,,41.7192934,-87.7851977,TRUE
USA,IL,Clinton,Breakers Bar & Grill,217-935-6503,"211 E Adams St. Clinton, IL 61727",,10,,,40.1520436,-88.9583676,TRUE
USA,IL,Countryside,Time Out Sports Bar & Grill,708-482-3222,"6025 La Grange Rd. Countryside, IL 60525",,2,,,41.7800002,-87.8677608,TRUE
USA,IL,Crestwood,Pocket Billiards,312-607-5315,"13420 South Cicero Crestwood, IL 60418",,,,,41.6485159,-87.7395135,TRUE
USA,IL,Creve Coeur,Famous City Billiards,309-981-3040,"210 N. Thorncrest Ave. Creve Coeur, IL 61610",,10,,3,40.6468216,-89.5991696,TRUE
USA,IL,Darien,Q Bar & Grill,630-768-9824,"8109 South Cass Darien, IL 60561",,8,,,41.740714,-87.9719922,TRUE
USA,IL,Decatur,Biggens Bar & Billiards,217-422-6360,"858 W Green St Decatur, IL.",,5,,,39.8487943,-88.9671546,TRUE
USA,IL,Decatur,Starship Billiard Parlor,217-629-8280,"3015 Grand Prix Drive Decatur, IL 62526",,14,,1,39.8783022,-88.9293424,TRUE
USA,IL,Des Plaines,Lee Street Games and Sports,847-345-1559,"1122 Lee St. Des Plaines, IL 60016",,,,,42.0326451,-87.8947641,TRUE
USA,IL,Downers Grove,Q Pub & Grill,630-971-0003,"2145 63rd St. Downers Grove, IL 60516",,,,,41.7712479,-88.036132,TRUE
USA,IL,East Greenup,Muddy Bottoms Bar and Grill,217-932-8135,"934 County Road 2100 East Greenup, IL 62428",,,,,39.3090499,-88.0814121,TRUE
USA,IL,Edwardsville,Grand Amusements,618-910-9226,"5204 Fox Cove Edwardsville, IL 62025",,,,,38.8491093,-89.9555142,TRUE
USA,IL,Glendale Heights,Q Bar Glendale Heights,630-893-9346,"2240 Bloomingdale Rd. Glendale Heights, IL 60139",,8,,,41.9396088,-88.0823153,TRUE
USA,IL,Glendale Heights,Sundown Inn Pub,630-510-0400,"1775 Bloomingdale Rd. Glendale Heights, IL 60139",,4,,,41.9236766,-88.0805173,TRUE
USA,IL,Godley,Stumble Inn,815-458-0538,"201 S. Kankakee St. Godley, IL 60407",,5,,,41.2366695,-88.2455479,TRUE
USA,IL,Grayslake,Shooter's Sports Bar & Billiards,847-922-4616,"1858 E Belvidere Rd, Grayslake, IL 60030",,8,,15,42.3394906,-88.0015537,TRUE
USA,IL,Jacksonville,Amvets Post 100,(217) 370-5892,"210 E Court St. Jacksonville, IL 62650",,,,,39.7349786,-90.2277585,TRUE
USA,IL,Joliet,Longshots Bar & Grill,815-953-4680,"1609 West Jefferson Street Joliet, IL 60435",,9,,,41.5232173,-88.1204903,TRUE
USA,IL,Joliet,Lety's Place,815-405-8689,"901 North Hickory Street Joliet, IL 60435",,,,,41.5400637,-88.0870555,TRUE
USA,IL,Lawrenceville,The Phoenix,618-707-2255,"810 12th St. Lawrenceville, IL 62439",,,,2,38.7281975,-87.6828639,TRUE
USA,IL,Lena,101 Billiards,815-541-8471,"101 Elm St. Lena, IL 61048",,,,8,42.380685,-89.8288092,TRUE
USA,IL,Lockport,"Diamond Sports Bar, Inc.",815-838-6605,"16529 W 159th St. Lockport, IL 60441",,,,,41.5962097,-88.0233863,TRUE
USA,IL,Metropolis,Boo's Burgers & Billiards,618-524-2991,"318 Scott St. Metropolis, IL 62960",,9,,3,37.1457598,-88.7223684,TRUE
USA,IL,Mokena,Legends Grill & Bar,708-995-7278,"9710 191st St. Mokena, IL 60448",,2,,,41.5441295,-87.8547443,TRUE
USA,IL,Mount Carmel,Comeaux Daiqiri Depot,618-240-4552 Cell,"319 West 9th St. Mount Carmel, IL 62863",,,,,38.4140989,-87.7684346,TRUE
